Q23008452	Ronja von Rönne
Q3851209	Massimo Corsaro
Q5395924	Phil Handford
Q1712805	Julius Louven
Q6742518	Malcolm Moss
Q21431	Cleebourg
Q4260732	Hideo Watanabe
Q105103	Ivan Nagel
Q17488957	Ralph Landau
Q98472	Jürgen Zöllner
Q3265654	Lucien Neuwirth
Q217196	Crown of Castile
Q3479336	Serge Groussard
Q60525	Veit Harlan
Q19289410	Agustí Forné Roé
Q1394623	Franco Carraro
Q892722	Viktor Anichkin
Q26879	Melvil Dewey
Q2026390	Dee Gordon
Q2977327	Claude Dubar
Q10413322	Dave Whitelaw
Q5702892	Helen Neville
Q1533336	Rafael Bardem
Q13529942	Edward Brodie Hoare
Q2165504	Ron Packard
Q1608978	Dorival Júnior
Q381801	Aert van der Neer
Q68060	Gianluigi Buffon
Q72400	Ludwig Bamberger
Q169301	Benedict XI
Q15813171	Jeannine Pflugradt
Q2733456	Love Finds Andy Hardy
Q271295	Georges Duby
Q4935497	Bobby Reid
Q12192384	Dame Grand Cross of the Royal Victorian Order
Q2574231	Johannes Hendricus Jurres
Q1129487	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role
Q232295	John Kendrew
Q6390585	Kenneth Peach
Q508551	Neil Stephens
Q320556	John Guare
Q1357677	Vaganova Academy of Russian Ballet
Q1730257	Karl Alexander von Müller
Q4380843	Jewhen Pronjuk
Q190148	Renzo Piano
Q366057	Patrice Chéreau
Q13529920	Harold Gurden
Q734689	Samuel H. Shapiro
Q6277526	Jordon Ibe
Q43044	Demi Moore
Q62855	Alexander Braun
Q208214	Linda Hamilton
Q973038	Arthur Weber
Q2841087	Soledad Cabezón Ruiz
Q215441	Heinrich Holland
Q1126189	London School of Hygiene & Tropical Medicine
Q20521021	Boris Kidrič prize
Q16104593	Ken Allison
Q337802	George Mudie
Q229139	Peggy Lee
Q51547	Billy Wilder
Q183063	The Sixth Sense
Q6216279	Johann Ulrich Mayr
Q7435954	Scott Barrett
Q7534778	Skevos Zervos
Q651649	Frode Rønning
Q3766068	Giovan Battista Fabbri
Q2736626	Dimitrios Konstantopoulos
Q84687	Sven Giegold
Q1521491	Military Order of William
Q3164236	Jean-Baptiste Louis Dumas
Q260040	David Schramm
Q5387738	Eric Whitington
Q2734292	Tropical Storm Chantal
Q252190	Xherdan Shaqiri
Q27663657	Thomas G. Dietterich
Q1064774	Charles Hayes
Q7528794	Sir Robert Harvey, 1st Baronet, of Langley Park
Q444481	Frank Crean
Q126401	Eric Szmanda
Q61421	Adolf Erman
Q106387	Stefan Kießling
Q78580	Johann Radon
Q2776248	Dvora Netzer
Q1900047	Mark Fitzpatrick
Q3019055	David and Goliath
Q71169	Karl Frederick, Prince of Anhalt-Bernburg
Q389851	Péter Eötvös
Q4685934	Sir Robert Peel, 3rd Baronet
Q6838692	Mickey Lewis
Q551564	Malik Fathi
Q685420	Mathias Abel
Q337943	Bob Wareing
Q2015769	Isaäc Paul Delprat
Q952960	National Polytechnic University of Armenia
Q376385	Jerzy Wenderlich
Q3659874	Carlo Stella
Q156309	The Fugitive
Q1409617	Ryszard Staniek
Q218282	Club atlético san Lorenzo de Almagro
Q16934040	Tasmina Ahmed-Sheikh
Q2440503	Pauline Bush
Q7364912	Ronald Greville
Q296023	Jean-de-Dieu Soult
Q77006	Michael Cretu
Q7174388	Peter Griffiths
Q186785	Rosenborg BK
Q983266	Lucius Sempronius Atratinus
Q51693229	Philip Pendleton Kennedy
Q50825431	Minister for Police
Q2060867	Paul Laurent
Q1933451	Alex van Warmerdam
Q1301096	Klaus Rose
Q1188661	PEN/Faulkner Award for Fiction
Q6778511	Marvin Williams
Q5076952	Charles Douglas Wiggin
Q2639648	A. W. Norblad
Q550769	Georgios Papastamkos
Q8004161	William Addams Williams
Q11171244	John D. Strong
Q23901442	Minister of Education
Q457185	Stephen R. Donaldson
Q2338958	Thanasis Pafilis
Q84518	Max Lehmann
Q60869	Günter Eich
Q968365	Ennio Zelioli-Lanzini
Q1119077	Albrecht Dihle
Q3976227	Stuart Gray
Q310960	Brad Bird
Q3099191	Gaston Clotaire Watkin
Q741428	John Jacob Abel
Q16240093	Giorgio Rasulo
Q1124860	donation
Q220735	The French Connection
Q4720107	Alexander Smith
Q3829225	Leah Manning
Q4320313	Abubakar Bello-Osagie
Q318509	Henry Rollins
Q1331849	Love Me Tonight
Q2491560	Ghevont Alishan
Q433061	Maija Saari
Q73555	Dieter Brenninger
Q336809	James Craig, 1st Viscount Craigavon
Q1379415	Goya Award for Best Actress
Q26206325	Sagiri Kitao
Q1396207	Joachim Friedrich Quack
Q83638	Sebastian Larsson
Q1268694	Albert Dietrich
Q2660386	Magnus Pehrsson
Q6267275	Johnny Meg do Nascimento Osório
Q332493	George Osborne
Q97753	Gottfried Bermann
Q803903	Bainbridge Island
Q7704316	Terry Donovan
Q3721532	Elena Čausova
Q10334353	Márcio da Silva Gomes
Q1116255	Péter Komlós
Q59097945	Design for the carved communion rail of the Venerable Chapel in the Cathedral of Our Lady in Antwerp
Q1320048	Enzo Bellini
Q2331126	Sakari Mattila
Q1536856	Cesare Campagnoli
Q13561112	2012 Rogers Cup (men)
Q1653137	NAACP Image Award for Outstanding Actor in a Motion Picture
Q2900103	Bethsabée de Rothschild
Q3852874	Mauro Meluso
Q20734171	Wilhelm Knolle
Q1508047	George Paul Miller
Q3185519	Joseph Privat de Molières
Q232532	Beatrice Straight
Q621679	Alexander Aitken
Q6212243	Joe Schofield
Q1968671	Vasili Glazunov
Q6152241	Jane Frazee
Q519602	Igor Simutenkov
Q3385820	Pierre Laurent
Q4782160	Apsara Award for Best Film
Q358221	Florencio Campomanes
Q1745611	Klaus Riegert
Q51089508	Albert Vlamynck
Q182349	Broderick Crawford
Q1679812	Jamaal Lascelles
Q215765	John Milnor
Q6257177	John Scurrah Randles
Q2272681	Sergey Kozlov
Q7365461	Ronan Farrow
Q5220098	Danny Anderson
Q1165735	Darcy Ribeiro
Q3128924	Haïm Korsia
Q3703586	Davide Morello
Q551901	Moritz von Schwind
Q6240546	John Hutton
Q477587	Douglas Clifton Brown, 1st Viscount Ruffside
Q6529606	Les Huckfield
Q513186	Elizabeth Jagiellon
Q5551622	German submarine U-322
Q22813	Dettwiller
Q63630	Odo Marquard
Q2007287	Óscar Pérez Bovela
Q524697	Jean-Claude Risset
Q1725749	Richard Charles Mayne
Q1492933	Xaver Bittl
Q4458952	Ivan Filippovich Tkachenko
Q6764651	Mario Dorner
Q5287689	Dod Brewster
Q3185261	Joseph Loth
Q2134206	Raymond Loucheur
Q14786561	Fury
Q160448	László Moholy-Nagy
Q374396	This Jenny
Q38673587	Count of Barcelona
Q114824	Konrad Adam
Q1738091	Keith Stewartson
Q152492	Roque Santa Cruz
Q64062147	Tropical depression Eight
Q943984	Stratford Canning, 1st Viscount Stratford de Redcliffe
Q533505	Wendell Berry
Q3767213	Giovanni Ferradini
Q21665687	Mother and Home of John Jones (Myrddin Fardd), Llanbedrog
Q377358	P. Chidambaram
Q2503809	Kingston University
Q441165	Lotte Verbeek
Q699816	Paul Mebus
Q664780	Pascal Bieler
Q334298	John Wakeham, Baron Wakeham
Q5345919	Edward Williams
Q64218609	Hurricane Iva
Q4913801	Bina Agarwal
Q3164762	Jean-Christophe Marquet
Q815216	Siege of Sevastopol
Q5705	Catalonia
Q9161	Josip Broz Tito
Q3848655	Mario Goretti
Q850005	Bettina Kudla
Q12012418	Joost Baljeu
Q295696	Sune Bergström
Q10816903	Amedeo Molnár
Q4773707	Anthony Whelan
Q24254985	Sir Charles Coote, 9th Baronet
Q6315297	Richard Rich, 1st Baron Rich
Q2313406	Sébastien Carole
Q2465196	Jason de Vos
Q865365	Jim Crow laws
Q2373234	François Autain
Q1405105	Ferdinand Barrot
Q89050	Friedrich Otto Rudolf Sturm
Q333639	Emlyn Hooson, Baron Hooson
Q221878	Seattle Seahawks
Q23908696	Eastern Front
Q2070905	Ralph Goodale
Q453924	Justus
Q232400	Hella Haasse
Q997	Andrei Sakharov
Q2059198	Maude Abbott
Q203675	Mažeikiai
Q7326826	Richard Janko
Q259216	Sannois
Q6010839	Mercedes Fernández
Q3300286	Maurice-Louis Faure
Q507964	James Louis Sobieski
Q3625727	World Fantasy Award for Life Achievement
Q101981	Adolf Bieringer
Q335382	Boris Annenkov
Q395096	Agnès Godard
Q117315	The Piano
Q21954284	Gold Cross of Merit‎
Q7614314	Steve Williams
Q4798198	Arthur Capes
Q442893	Carlos Gorostiza
Q3735467	Evert Skoglund
Q121323	2005–06 Fußball-Bundesliga
Q301931	Mark Davies
Q222988	Arthur Geoffrey Walker
Q2904557	Beloit College
Q7411126	Sam Clucas
Q43798158	First Secretary of the Parliament of Catalonia
Q7527315	Sir Hugh Shaw-Stewart, 8th Baronet
Q1785722	Otto Berg
Q3551306	Nobuo Nakamura
Q216018	Jan Rustem
Q18393214	Raising Asia
Q382150	Leonid Kadeniuk
Q14777965	Roland W. Schmitt
Q4465410	Gennady Tumilovich
Q157642	Vladimir Arnold
Q573834	De Lacy Evans
Q18176740	Stephan Brandner
Q13602869	2013 International German Open
Q877735	Georg Friedrich Schmidt
Q572822	Milton Horace West
Q8317174	André Thourel
Q52225752	Patricia Kelly
Q312611	Youssef Chahine
Q7510328	Siege of Prague
Q209640	MŠK Žilina
Q1676348	J. Leroy Johnson
Q494779	Giuseppe Baldo
Q302849	Aaron T. Beck
Q23663969	Danny Simmonds
Q1646	Francoise Sagan
Q270715	Gwendolyn Brooks
Q6763245	Marietta Peabody Tree
Q19516764	Caja Rural-Seguros RGA 2015
Q591470	1984 World Snooker Championship
Q539562	Henry Cuellar
Q1081920	Gennaro Scarlato
Q285043	Kimberly Kane
Q18877189	Henry Thompson
Q254022	Eddie Izzard
Q46998757	Karl Lous
Q65470043	Ursodiol in Huntington's Disease
Q3731954	Ermelindo Lovagnini
Q131433	Shania Twain
Q4291469	Gennady Mesyats
Q2324712	H.H. ter Balkt
Q5548906	Gerald B. H. Solomon
Q578562	Cristian Fabbiani
Q3617247	Angelo Tasca
Q26828181	Olivier Schneider
Q701930	Nick Cheung
Q797476	rocket launch
Q6111296	Jack Blackwell
Q2442580	Tony P. Hall
Q219521	Walter Brennan
Q255305	1987–88 UEFA Cup
Q1133520	Jorge Higuaín
Q807436	Barbara Gentikow
Q6660915	Ljubiša Diković
Q876438	Erwin Schrödinger Prize
Q212446	Igor Sikorsky
Q6748276	Mandy
Q540121	Siege of Maastricht
Q749407	Lucile Browne
Q3610081	Alessandro Lazzarini
Q5214819	Dana S. Nau
Q1143753	Here Comes the Navy
Q5772001	Claudio Levrino
Q5365996	Ellis Smith
Q19971273	Kurt Krolop
Q316884	Manuel Vázquez Montalbán
Q4523919	Gregorio Sciltian
Q5343417	Edward Craufurd
Q52933	Ulrika Eleonora, Queen of Sweden
Q1093851	Maximilian Arnold
Q19538814	William Relph
Q18639405	Rein Ahas
Q3751296	Franco Falcetta
Q3716626	1983 Dutch Open
Q711521	Thomas Bragg
Q21402385	Carles Castillo Rosique
Q6380198	Kay Hammond
Q4118453	Ronaldinho
Q4566550	Christopher Knudsen
Q3577919	École des arts industriels et des mines
Q18608735	Katka Zupančič
Q2165615	Ronald Worton
Q2472450	2013 BMC Racing
Q18994	Luise Rainer
Q956021	Wendie Malick
Q1150547	Darren McGavin
Q87674	Wilhelm Boden
Q433924	Andrew Bertie
Q60785	Ricarda Huch
Q1353427	Erich Streissler
Q3282637	film producer
Q4649717	AAAS Award for Scientific Freedom and Responsibility
Q596587	Gordon Pirie
Q333222	Vsevolod Garshin
Q704068	Enric Valor i Vives
Q5024397	Calvin Gotlieb
Q376617	Geoffrey Chew
Q3702188	Danilo Mayer
Q879195	Luis Alberto Monge
Q256225	Oona King
Q2655853	special agent
Q482162	Louis Amédée Achard
Q6397025	Kevin Moore
Q2207550	SPD North Rhine-Westphalia
Q1349676	Jan van den Hoecke
Q726556	Bengt Hallberg
Q671196	Marc Hottiger
Q21727	Conthil
Q61758	Lazarus Fuchs
Q6378860	Yerevan State Institute of Fine Arts and Theater
Q24756	Knut Johannesen
Q38234	Nagasaki
Q519963	Nahum Nir
Q2830401	Alain de Martigny
Q2544281	Walter Freitag
Q356291	Harry Howell
Q4526774	Alexander Stein
Q3645866	Bruno Pace
Q2880442	2011 Qatar Ladies Open
Q27942399	Sarah Olney
Q63209	Friedrich Gerhard Rohlfs
Q4007930	Valerio Zanone
Q78173	Robert Tillmanns
Q3762914	Giancarlo Mezzalira
Q3170390	Jean Antoine Gili
Q10466591	Paul Randall
Q28914449	Wikimania 2018
Q16856361	J.C. Schlichtkrull
Q1388741	Theo van Boven
Q1372703	Hampton Fancher
Q3570771	Xavier Pintat
Q2452072	Trevor Brissett
Q1004410	Bullet in the Head
Q269535	1991–92 European Cup
Q16974858	American Music Award for Favorite Rap/Hip-Hop Album
Q4755880	Andrei Mulikov
Q15446754	August Böhm von Böhmersheim
Q810	Jordan
Q18351082	Alf Noakes
Q1660084	Immo Lieberoth
Q3620264	Antonio Terracciano
Q546988	Thomas Sobotzik
Q3288075	Marc Gontard
Q560815	Edmond Laguerre
Q1347561	Hidetsugu Yagi
Q1502491	Jan Stejskal
Q7340113	Rob Elvins
Q20888631	Ed Gerdes
Q211254	Soyuz 1
Q456714	Vladimir Ilyushin
Q20742667	Hilbert von Löhneysen
Q927879	René Dumont
Q97446	Florian Gerster
Q2976829	Claude-René-César de Courtarvel
Q61555	Qurratulain Hyder
Q8012421	William Holland, 1st Baron Rotherham
Q522641	Gabriel Celaya
Q513632	Cédric Klapisch
Q165419	Ivan Mazepa
Q76346	Mileva Marić
Q16237064	Miloš Veljković
Q3082585	Frank Dudley
Q6114047	Jack McNee
Q4143593	Igor Gorbachyov
Q5901758	Horace Glover
Q16863885	Francis Cornelius Webb
Q43416	Keanu Reeves
Q316533	German People's Party
Q33937	Vuelta a España
Q239075	Michelle Forbes
Q883246	William Woodbridge
Q957439	Jacob Ziv
Q1563913	Michael Borgqvist
Q157725	Chernivtsi
Q552946	José Eulogio Gárate
Q2299930	Joachim Fernandez
Q4685550	Adrianne Allen
Q11803187	John Fitzgerald
Q8008498	William Egan
Q15744622	Serhii Pylypenko
Q1429947	Human Rights League
Q983233	Arnon Grunberg
Q5132963	Clifford Heap
Q22730	Haguenau
Q237220	Hiram Bingham III
Q7173937	Peter Farrell
Q45899956	Governor of Puerto Rico
Q3775029	Filmfare Awards South
Q4457582	Nikolai Timofeyev
Q718242	Marc-Antoine Fortuné
Q559040	Jean-Yves Le Drian
Q5239788	David Sills
Q6309106	Julio Ariza
Q19256859	Gabriel Llompart Moragues
Q449544	Mika Myllylä
Q2791706	Hu Fa-kuang
Q61745	Walter Gerlach
Q920516	Hugh, son of Charlemagne
Q106221	James Horner
Q4386702	Lawrence Rabiner
Q59135915	Design for a frieze with leaf motif
Q1446	Caracalla
Q502064	Andrei Shkuro
Q1927987	Michael J. Hopkins
Q3771091	Giuseppe Novellino
Q12960	Michel Jobert
Q1586470	Harry Cohn
Q21668380	Ellis Wirion, Llannerch-y-medd
Q944984	The Man Without a Past
Q61920924	Cholesterol and Pharmacogenetic Study
Q3395941	Alfred Lyttelton
Q464636	Augusta Holmès
Q1779830	Christian Negouai
Q7789270	Thomas Edward Kenny
Q257025	Marcel Schäfer
Q659533	Wittenheim
Q154126	Nigel Pearson
Q10413311	Harry Hughes
Q64706580	Tropical Storm Greg
Q165744	Shaun Miller
Q21084143	Anastasia Skoptsova
Q72904	Luiz Adriano
Q719431	György Orth
Q47762	England national football team
Q312928	Stéphane Mbia
Q298334	Thomas Keneally
Q113428	The Profession of Arms
Q9077601	John Yu
Q700638	Eugène Burnouf
Q2900128	Daniel Rosolio
Q4030	Duke Ellington
Q3629245	Attilio Gallo
Q5474546	Carl Schott
Q5220810	Danny Seaborne
Q21668074	Bet Foxhall, Whitland
Q1363147	Salvatore Masiello
Q6112488	Jack Firth
Q62054851	The Healthy Patterns Study
Q310781	James Joseph Sylvester
Q61629	Uwe Timm
Q45328747	Sam Coffa
Q1365870	Stanley Smith Stevens
Q5857654	Federico Gutiérrez-Solana
Q1098686	Claus Meyer
Q442125	Nathan Sanford
Q1121913	D. R. Shackleton Bailey
Q567361	Ludwig Knaus
Q799316	1996 European Badminton Championships
Q5636481	Haaken Hasberg Gran
Q10470735	John Regan
Q4711339	Albert Tomkin
Q5220400	Danny Green
Q3817021	Anna Terrón i Cusí
Q11596966	Mayumi Inaba
Q1110321	Paul Elliott
Q3570823	Xavier de La Chevalerie
Q7030531	Rana Werbin
Q270920	Royal Academy of Arts
Q333400	Grantley Berkeley
Q6247701	John Ralph McDowell
Q3138894	José Sazatornil
Q2748699	Ronald Storrs
Q4711120	Albert Roberts
Q316812	Marco Donadel
Q254521	Jeison Murillo
Q690876	Arnar Gunnlaugsson
Q450708	Gaius Asinius Gallus Saloninus
Q15434012	Bernd Hüppauf
Q7626604	Stuart H. Ingersoll
Q207335	Pete Best
Q4992324	Ole Andreasen
Q568265	Marcel Maltritz
Q327301	George David Birkhoff
Q19915706	2015–16 Russian Premier League
Q6255323	John Roche
Q6865874	Minister for Human Services
Q7441092	Sean Hughes
Q1697399	Johannes Degener
Q552025	John Christopher
Q15340085	Heiko Schmelzle
Q924087	Fabio Bazzani
Q1676320	James Freeman Gilbert
Q325860	German submarine U-146
Q2361704	Neil Sullivan
Q91642	Wolfgang Haack
Q487907	Bank of America
Q2714618	Gilbert Cesbron
Q204238	England national under-21 football team
Q264574	Sylvie Guillem
Q5551481	German submarine U-1018
Q364614	Adolf Wurm
Q7373062	Roy Lancaster
Q586579	Tom Thibodeau
Q28870540	Karen Messing
Q7825619	Tore Bernt Ramton
Q2591433	Wolfgang Sobotka
Q73015	Gustav Herglotz
Q3993135	Tonino Sorrentino
Q1613319	Hermann Vahl
Q6836928	Michelle Betos
Q6283847	Joseph Havelock Wilson
Q63021	Silvana Koch-Mehrin
Q1538534	Antonio Capone
Q890980	Robert Holdstock
Q4140622	Vadim Borisovich Gnedash
Q4684484	Adolphus William Young
Q1101344	Clifford Martin Will
Q79139	Ferdinand Redtenbacher
Q328790	Ed Helms
Q700611	Grigoris Lambrakis
Q1793703	Kurt Jung
Q1379145	Eva Christiane Cancik-Kirschbaum
Q1706878	Karl Bewerunge
Q362100	Adolf Herkenrath
Q842199	Belarusian People's Republic
Q552922	Paulo Cézar Caju
Q57278421	Hurricane Helene
Q10469349	Mark McCarrick
Q601842	Antonio Domínguez Ortiz
Q364303	Jim Prentice
Q2834917	Alfred-Marcel Vincent
Q2501752	Ursula Mamlok
Q683650	Svenn Stray
Q2479435	South Lebanon conflict
Q100924	Holger Bartsch
Q6548213	Lillian Smith Book Award
Q364403	James Edward Keeler
Q6790144	Matthew Bell
Q5544921	George Strong
Q10380872	Luke Boden
Q16807	Leonard B. Jordan
Q694695	John McDonnell
Q1043592	Carmen-Renate Köper
Q959423	Louis-Ernest Dubois
Q5220251	Danny Crainie
Q3840135	Luigi Sardei
Q6788976	Matt Lockwood
Q8005682	William Bolling
Q3732504	Eros Lovo
Q2379986	Sören Halfar
Q3849180	Mario Trebbi
Q455557	Humberlito Borges
Q1313497	Wulf Raeck
Q7177632	Peter Wegner
Q2497202	2009 Rostelecom Cup
Q724941	Joseph McKenna
Q705129	Prince Henry of the Netherlands
Q15743807	Irene Rigau Oliver
Q46118	Uyghur people
Q1269108	Oliver Otto
Q5222829	Dario Campagna
Q1782292	Konrad Sandhoff
Q16327144	Konstantinos Polygenis
Q950599	Antoni Castells i Oliveres
Q107067	Jagjit Singh
Q732822	G. Mennen Williams
Q5736088	Herbie Evans
Q699895	Arrigo Petacco
Q5365675	Elliott Johnston
Q698430	Count Heinrich von Bellegarde
Q7627080	Stuart Searle
Q6914736	Mortimer Lamson Earle
Q291169	Jeremy Corbyn
Q1872575	Lowell Ganz
Q14086	Marissa Mayer
Q1667198	Ulrike Merten
Q7688099	Tatiana Maslany
Q147934	Jelenia Góra
Q21995136	Academy Award for Best Cinematography, Color
Q259921	Edith Sitwell
Q2397270	Marcel Lesbros
Q510970	Daniel Kaluuya
Q11905961	Antoni Santiburcio i Moreno
Q292081	Annette Funicello
Q769752	George W. Campbell
Q603466	Joe Hulme
Q12019433	Helena Třeštíková
Q3180331	Rodrigo Alborno
Q59097148	Design for a garden with statues of the Apostles Bartholomew and Andrew
Q9010183	Iván Peñaranda
Q317907	Abdurrauf Fitrat
Q4965623	Brian White
Q2849144	Andy McGuigan
Q17200760	Officer of the Order of the Crown
Q21480205	Jorge Soler González
Q28729641	Ranjan Mallik
Q103761	Thekla Carola Wied
Q2925011	Brian Stein
Q373566	Adrian Mitchell
Q71534	Hubertus Heil
Q7324	James Cook
Q6123531	Jaideep Sahni
Q5394806	Ernie Whittle
Q1442894	F. Bradford Morse
Q5571738	Johan Kristian Berger
Q200091	17 Girls
Q162586	Dream Theater
Q935531	Einar Økland
Q718025	Patriarch Photios II of Constantinople
Q358158	Sebastião Salgado
Q24075911	John Booth
Q104886	Hans Bay
Q50840848	Agent-General for South Australia
Q1670654	Ross Chisholm
Q4932084	Bob Clay
Q71671	Gisela Kallenbach
Q25746365	Commander of the Order of the Sun of Peru‎
Q214004	Christian Garve
Q7784906	National Government
Q6396404	Kevin Grogan
Q1445285	Antonio Bisigato
Q483802	Nickelback
Q313537	Alan Silvestri
Q15839291	Gladys Anderson Emerson
Q6384570	Keith Jones
Q4411009	Ivan Ivanovich Sviyazev
Q1757383	Edgardo Andrada
Q3387378	Pierre Ziller
Q3901140	Petter Belsvik
Q60884	Günther Anders
Q982982	Inge Keller
Q8004851	William B. Rosson
Q234964	Hélène Cixous
Q1040371	Carl Sattler
Q1933161	Mike Dunham
Q926706	Jakob Missia
Q14630405	Gustave Mascart
Q6121685	Jae Martin
Q1537111	Marcello Campolonghi
Q1065711	Sullivan's Travels
Q462843	Tu Youyou
Q206421	Konstantinos Stephanopoulos
Q1150356	Erich Pernice
Q3804933	Ivone De Franceschi
Q464108	1995–96 2. Fußball-Bundesliga
Q65356	Sethus Calvisius
Q73357	Hermann Oncken
Q5241544	Davide Carcuro
Q100824	Axel Meyer
Q442505	Dominique Fernandez
Q6115770	Jack Whitham
Q3420774	Raymond Couderc
Q1845004	John Fletcher Moulton, Baron Moulton
Q3506294	Andrej Bagar
Q131487	Karl Adolph Gjellerup
Q3159347	Jacques Leduc
Q55264	Charles Laughton
Q2090896	F. J. M. Stratton
Q461407	T. J. Ford
Q964439	Robert Barton
Q11928804	Josep Meseguer i Utgé
Q968499	Darryl Lachman
Q342375	Viorel Moldovan
Q975066	Walter Davis
Q10298246	Horst Geider
Q4770471	Darren Byfield
Q3619525	Antonio Dell'Oglio
Q2176530	Alfred Rupert Hall
Q20747436	rector magnificus of the University of Groningen
Q4336463	Joe Oriolo
Q7326852	Richard Jenkins
Q16008222	Sid Jones
Q2546973	Ariel Cabral
Q554127	Wouter Bos
Q16845399	Hugh Hughes
Q22764	Bischoffsheim
Q1686334	Jeff MacNelly
Q3603081	Aaron McLean
Q57082897	2019 Tirreno-Adriatico
Q996967	Diane Coyle
Q57292	Ulrich Mühe
Q61629091	2020 Volta ao Algarve
Q2920090	William Peel, 1st Earl Peel
Q11933645	Lluís Miquel Pérez Segura
Q2865306	Arthur Richards
Q2535926	Eddie McGoldrick
Q828203	Berti Vogts
Q7704673	Terry Lee
Q1717995	Jūrō Kara
Q60217	Johann Gustav Droysen
Q366786	Henri Breuil
Q6200421	Jimmy Hutchinson
Q334993	Eugene V. Debs
Q221857	László Sternberg
Q4401772	Boris Ryzhy
Q945299	Constantin Daicoviciu
Q1504197	George Ferdinand Becker
Q1189328	Dennis M. Hertel
Q16062059	Rena Dourou
Q174570	London School of Economics
Q5145171	Colin Hall
Q1612408	Hermann Rappe
Q236488	Tatiana Guderzo
Q1545228	Gregori Aminoff
Q458003	Keit Pentus-Rosimannus
Q18062304	Dror Mishani
Q2976687	Claude-Etienne Hugau
Q501714	Sander Dekker
Q208609	Orsha
Q271742	Madeleine Astor
Q3922133	Pieter Nijs
Q1198726	The Knack ...and How to Get It
Q121320	Hans Georg Niemeyer
Q150	French
Q6270767	Jon Gittens
Q7612237	Steve Collis
Q974303	José Gonzalvo
Q1600838	Heinz Rother
Q15063003	Milagros Frías Navarrete
Q7693003	Ted Belytschko
Q207665	Dennis Rommedahl
Q5141319	Cohen Griffith
Q551032	John Wooden
Q1223093	Carlo Ossola
Q21665983	Two women in national dress (Mrs Roberts)
Q5536907	George Benson
Q3809619	John Sleeuwenhoek
Q156844	Getúlio Vergas
Q23304154	Alfonso Pleguezuelo Hernández
Q87524	Marietta Blau
Q1107900	Henry Kater
Q7964332	Walter Bodmer
Q710766	Arthur J. Nascarella
Q76497393	Tropical Storm Kammuri
Q64523627	Hurricane Flossie
Q21668210	Cadwaladr Jones, the Dolgellau murderer
Q10752792	Mark Fettes
Q340222	Achille Jubinal
Q131861	Sergei Rachmaninoff
Q153136	Habsburg Monarchy
Q3459755	Paola Mori
Q5076862	Charles Dickson, Lord Dickson
